episode,score,epsilon,steps,alpha,end_reason
7281,0,0.006546361740673459,299,0.01,crash
7282,6,0.006541841235693094,378,0.01,crash
7283,0,0.006537323852288665,290,0.01,crash
7284,11,0.006532809588304609,740,0.01,crash
7285,11,0.006528298441586849,123,0.01,crash
7286,27,0.006523790409982798,397,0.01,crash
7287,3,0.006519285491341356,186,0.01,crash
7288,18,0.0065147836835129065,313,0.01,crash
7289,26,0.006510284984349317,397,0.01,crash
7290,3,0.006505789391703941,511,0.01,crash
7291,3,0.006501296903431611,400,0.01,crash
7292,4,0.006496807517388644,64,0.01,crash
7293,0,0.006492321231432835,406,0.01,crash
7294,15,0.00648783804342346,206,0.01,crash
7295,18,0.006483357951221272,207,0.01,crash
7296,11,0.006478880952688501,134,0.01,crash
7297,7,0.006474407045688854,146,0.01,crash
7298,1,0.006469936228087514,620,0.01,crash
7299,7,0.006465468497751136,1105,0.01,timeout
7300,0,0.006461003852547849,131,0.01,crash
7301,11,0.006456542290347256,251,0.01,crash
7302,4,0.006452083809020429,379,0.01,crash
7303,9,0.00644762840643991,136,0.01,crash
7304,30,0.006443176080479711,419,0.01,crash
7305,9,0.006438726829015312,466,0.01,crash
7306,11,0.00643428064992366,93,0.01,crash
7307,23,0.006429837541083168,371,0.01,crash
7308,1,0.006425397500373714,1009,0.01,timeout
7309,8,0.00642096052567664,138,0.01,crash
7310,7,0.006416526614874751,57,0.01,crash
7311,11,0.0064120957658523135,741,0.01,crash
7312,12,0.006407667976495056,1180,0.01,timeout
7313,12,0.006403243244690167,113,0.01,crash
7314,19,0.006398821568326292,772,0.01,crash
7315,14,0.0063944029452935374,163,0.01,crash
7316,20,0.006389987373483464,1219,0.01,crash
7317,25,0.006385574850789091,365,0.01,crash
7318,9,0.00638116537510489,120,0.01,crash
7319,0,0.006376758944326788,412,0.01,crash
7320,7,0.006372355556352165,202,0.01,crash
7321,16,0.006367955209079853,951,0.01,crash
7322,9,0.006363557900410133,101,0.01,crash
7323,1,0.006359163628244739,633,0.01,crash
7324,4,0.006354772390486852,644,0.01,crash
7325,5,0.006350384185041101,166,0.01,crash
7326,9,0.006345999009813562,111,0.01,crash
7327,10,0.006341616862711758,80,0.01,crash
7328,3,0.006337237741644656,594,0.01,crash
7329,10,0.006332861644522667,197,0.01,crash
7330,12,0.0063284885692576455,906,0.01,crash
7331,11,0.0063241185137628865,983,0.01,crash
7332,4,0.006319751475953127,481,0.01,crash
7333,15,0.006315387453744544,206,0.01,crash
7334,1,0.006311026445054754,681,0.01,crash
7335,3,0.006306668447802811,1018,0.01,timeout
7336,8,0.006302313459909205,71,0.01,crash
7337,8,0.006297961479295862,180,0.01,crash
7338,6,0.006293612503886145,98,0.01,crash
7339,12,0.0062892665316048495,150,0.01,crash
7340,15,0.0062849235603782035,190,0.01,crash
7341,6,0.006280583588133868,355,0.01,crash
7342,0,0.006276246612800935,51,0.01,crash
7343,2,0.006271912632309927,207,0.01,crash
7344,6,0.006267581644592794,1051,0.01,timeout
7345,8,0.006263253647582914,95,0.01,crash
7346,19,0.0062589286392150945,285,0.01,crash
7347,10,0.006254606617425567,75,0.01,crash
7348,5,0.006250287580151988,226,0.01,crash
7349,0,0.006245971525333441,1001,0.01,timeout
7350,4,0.0062416584509104285,180,0.01,crash
7351,7,0.006237348354824878,219,0.01,crash
7352,0,0.006233041235020137,383,0.01,crash
7353,6,0.006228737089440973,189,0.01,crash
7354,12,0.006224435916033573,152,0.01,crash
7355,2,0.006220137712745544,96,0.01,crash
7356,0,0.006215842477525907,27,0.01,crash
7357,11,0.0062115502083251025,144,0.01,crash
7358,15,0.006207260903094984,182,0.01,crash
7359,3,0.00620297455978882,365,0.01,crash
7360,1,0.006198691176361293,14,0.01,crash
7361,12,0.006194410750768496,145,0.01,crash
7362,1,0.006190133280967936,101,0.01,crash
7363,14,0.0061858587649185285,207,0.01,crash
7364,2,0.006181587200580599,315,0.01,crash
7365,9,0.006177318585915881,566,0.01,crash
7366,11,0.006173052918887517,89,0.01,crash
7367,22,0.006168790197460056,301,0.01,crash
7368,8,0.006164530419599449,129,0.01,crash
7369,6,0.006160273583273056,211,0.01,crash
7370,4,0.006156019686449638,1037,0.01,timeout
7371,1,0.00615176872709936,517,0.01,crash
7372,19,0.006147520703193788,340,0.01,crash
7373,7,0.006143275612705889,99,0.01,crash
7374,11,0.006139033453610028,340,0.01,crash
7375,0,0.006134794223881973,67,0.01,crash
7376,2,0.006130557921498885,160,0.01,crash
7377,2,0.006126324544439325,93,0.01,crash
7378,0,0.006122094090683248,30,0.01,crash
7379,2,0.006117866558212006,382,0.01,crash
7380,8,0.006113641945008343,1098,0.01,timeout
7381,4,0.006109420249056396,677,0.01,crash
7382,3,0.006105201468341696,162,0.01,crash
7383,0,0.006100985600851165,1001,0.01,timeout
7384,21,0.0060967726445731105,305,0.01,crash
7385,17,0.006092562597497235,295,0.01,crash
7386,5,0.006088355457614626,841,0.01,crash
7387,0,0.00608415122291776,190,0.01,crash
7388,1,0.006079949891400498,890,0.01,crash
7389,8,0.006075751461058087,69,0.01,crash
7390,13,0.006071555929887158,143,0.01,crash
7391,9,0.006067363295885727,91,0.01,crash
7392,5,0.00606317355705319,809,0.01,crash
7393,5,0.006058986711390327,58,0.01,crash
7394,11,0.006054802756899296,124,0.01,crash
7395,3,0.006050621691583636,826,0.01,crash
7396,9,0.006046443513448265,115,0.01,crash
7397,8,0.006042268220499479,67,0.01,crash
7398,8,0.006038095810744949,125,0.01,crash
7399,1,0.006033926282193723,844,0.01,crash
7400,8,0.006029759632856223,271,0.01,crash
7401,8,0.006025595860744247,656,0.01,crash
7402,5,0.006021434963870962,329,0.01,crash
7403,17,0.006017276940250911,210,0.01,crash
7404,5,0.006013121787900005,403,0.01,crash
7405,8,0.006008969504835528,94,0.01,crash
7406,1,0.00600482008907613,263,0.01,crash
7407,18,0.006000673538641832,288,0.01,crash
7408,0,0.0059965298515540204,794,0.01,crash
7409,7,0.005992389025835448,729,0.01,crash
7410,22,0.005988251059510234,294,0.01,crash
7411,21,0.005984115950603863,165,0.01,crash
7412,13,0.0059799836971431795,149,0.01,crash
7413,6,0.005975854297156393,209,0.01,crash
7414,11,0.0059717277486730745,379,0.01,crash
7415,6,0.005967604049724156,1011,0.01,crash
7416,8,0.005963483198341927,539,0.01,crash
7417,2,0.005959365192560039,80,0.01,crash
7418,16,0.005955250030413499,1004,0.01,crash
7419,2,0.005951137709938671,461,0.01,crash
7420,14,0.005947028229173276,1229,0.01,timeout
7421,4,0.005942921586156389,689,0.01,crash
7422,8,0.005938817778928442,106,0.01,crash
7423,1,0.005934716805531215,29,0.01,crash
7424,12,0.005930618664007845,168,0.01,crash
7425,14,0.0059265233524028165,184,0.01,crash
7426,5,0.005922430868761968,1047,0.01,timeout
7427,0,0.0059183412111324845,1001,0.01,timeout
7428,7,0.005914254377562901,288,0.01,crash
7429,5,0.005910170366103099,1027,0.01,timeout
7430,8,0.005906089174804309,1135,0.01,crash
7431,15,0.0059020108017191035,241,0.01,crash
7432,12,0.005897935244901403,274,0.01,crash
7433,1,0.0058938625024064694,465,0.01,crash
7434,0,0.00588979257229091,33,0.01,crash
7435,13,0.005885725452612672,240,0.01,crash
7436,8,0.005881661141431045,102,0.01,crash
7437,17,0.005877599636806658,394,0.01,crash
7438,7,0.005873540936801478,1000,0.01,crash
7439,4,0.005869485039478814,159,0.01,crash
7440,1,0.005865431942903309,963,0.01,crash
7441,14,0.005861381645140944,156,0.01,crash
7442,19,0.005857334144259034,275,0.01,crash
7443,8,0.00585328943832623,884,0.01,crash
7444,3,0.005849247525412516,92,0.01,crash
7445,18,0.005845208403589209,262,0.01,crash
7446,2,0.005841172070928958,229,0.01,crash
7447,2,0.0058371385255057435,203,0.01,crash
7448,15,0.005833107765394874,184,0.01,crash
7449,18,0.005829079788672989,180,0.01,crash
7450,10,0.005825054593418055,576,0.01,crash
7451,10,0.005821032177709367,757,0.01,crash
7452,3,0.005817012539627544,64,0.01,crash
7453,0,0.0058129956772545325,203,0.01,crash
7454,11,0.005808981588673603,848,0.01,crash
7455,9,0.00580497027196935,93,0.01,crash
7456,12,0.00580096172522769,1047,0.01,crash
7457,4,0.0057969559465358604,359,0.01,crash
7458,4,0.0057929529339824214,775,0.01,crash
7459,9,0.0057889526856572514,81,0.01,crash
7460,12,0.005784955199651548,333,0.01,crash
7461,18,0.005780960474057829,227,0.01,crash
7462,0,0.005776968506969927,93,0.01,crash
7463,10,0.005772979296482992,992,0.01,crash
7464,15,0.0057689928406934885,189,0.01,crash
7465,3,0.0057650091376991956,730,0.01,crash
7466,0,0.0057610281855992075,1001,0.01,timeout
7467,14,0.005757049982493929,190,0.01,crash
7468,31,0.005753074526485078,417,0.01,crash
7469,17,0.005749101815675683,779,0.01,crash
7470,11,0.005745131848170082,179,0.01,crash
7471,0,0.005741164622073921,14,0.01,crash
7472,13,0.005737200135494157,961,0.01,crash
7473,23,0.005733238386539052,309,0.01,crash
7474,8,0.005729279373318175,272,0.01,crash
7475,3,0.005725323093942401,264,0.01,crash
7476,12,0.005721369546523907,144,0.01,crash
7477,18,0.005717418729176177,241,0.01,crash
7478,4,0.005713470640013996,97,0.01,crash
7479,17,0.00570952527715345,251,0.01,crash
7480,7,0.005705582638711928,166,0.01,crash
7481,2,0.005701642722808117,772,0.01,crash
7482,7,0.0056977055275620045,134,0.01,crash
7483,12,0.005693771051094875,806,0.01,crash
7484,10,0.0056898392915293115,1230,0.01,timeout
7485,13,0.005685910246989193,122,0.01,crash
7486,23,0.005681983915599694,333,0.01,crash
7487,2,0.0056780602954872835,1012,0.01,timeout
7488,10,0.0056741393847797245,523,0.01,crash
7489,6,0.005670221181606073,296,0.01,crash
7490,7,0.005666305684096675,68,0.01,crash
7491,1,0.005662392890383171,1008,0.01,timeout
7492,11,0.00565848279859849,68,0.01,crash
7493,0,0.005654575406876849,938,0.01,crash
7494,3,0.005650670713353755,522,0.01,crash
7495,4,0.005646768716166003,248,0.01,crash
7496,18,0.005642869413451673,218,0.01,crash
7497,4,0.005638972803350131,354,0.01,crash
7498,16,0.005635078884002029,215,0.01,crash
7499,2,0.005631187653549301,83,0.01,crash
7500,13,0.005627299110135166,193,0.01,crash
7501,11,0.005623413251904125,715,0.01,crash
7502,0,0.005619530077001959,321,0.01,crash
7503,1,0.005615649583575731,17,0.01,crash
7504,10,0.005611771769773781,97,0.01,crash
7505,6,0.005607896633745731,113,0.01,crash
7506,18,0.005604024173642478,820,0.01,crash
7507,10,0.005600154387616197,478,0.01,crash
7508,2,0.00559628727382034,1018,0.01,timeout
7509,8,0.005592422830409631,130,0.01,crash
7510,10,0.005588561055540073,109,0.01,crash
7511,31,0.005584701947368938,599,0.01,crash
7512,18,0.005580845504054771,267,0.01,crash
7513,8,0.005576991723757392,376,0.01,crash
7514,13,0.005573140604637887,444,0.01,crash
7515,10,0.005569292144858616,131,0.01,crash
7516,22,0.0055654463425832065,372,0.01,crash
7517,7,0.005561603195976553,956,0.01,crash
7518,13,0.005557762703204817,174,0.01,crash
7519,8,0.005553924862435429,358,0.01,crash
7520,3,0.005550089671837081,386,0.01,crash
7521,18,0.005546257129579734,196,0.01,crash
7522,9,0.00554242723383461,115,0.01,crash
7523,15,0.005538599982774194,947,0.01,crash
7524,2,0.005534775374572233,288,0.01,crash
7525,2,0.0055309534074037365,38,0.01,crash
7526,11,0.005527134079444973,246,0.01,crash
7527,0,0.00552331738887347,261,0.01,crash
7528,16,0.005519503333868014,181,0.01,crash
7529,11,0.00551569191260865,1139,0.01,timeout
7530,14,0.005511883123276678,860,0.01,crash
7531,7,0.005508076964054655,732,0.01,crash
7532,2,0.005504273433126394,113,0.01,crash
7533,23,0.005500472528676958,340,0.01,crash
7534,14,0.0054966742488926695,320,0.01,crash
7535,3,0.005492878591961098,42,0.01,crash
7536,9,0.005489085556071067,82,0.01,crash
7537,9,0.005485295139412651,601,0.01,crash
7538,28,0.005481507340177173,407,0.01,crash
7539,4,0.0054777221565572055,184,0.01,crash
7540,0,0.00547393958674657,147,0.01,crash
7541,6,0.005470159628940334,59,0.01,crash
7542,7,0.005466382281334812,358,0.01,crash
7543,3,0.005462607542127564,22,0.01,crash
7544,18,0.0054588354095173935,297,0.01,crash
7545,11,0.0054550658817043495,85,0.01,crash
7546,11,0.005451298956889723,88,0.01,crash
7547,7,0.0054475346332760475,783,0.01,crash
7548,19,0.005443772909067098,625,0.01,crash
7549,4,0.005440013782467889,542,0.01,crash
7550,7,0.005436257251684674,433,0.01,crash
7551,2,0.005432503314924947,918,0.01,crash
7552,18,0.0054287519703974385,186,0.01,crash
7553,9,0.005425003216312116,512,0.01,crash
7554,7,0.005421257050880184,241,0.01,crash
7555,15,0.005417513472314082,199,0.01,crash
7556,5,0.005413772478827481,433,0.01,crash
7557,20,0.00541003406863529,301,0.01,crash
7558,19,0.0054062982399536485,219,0.01,crash
7559,10,0.005402564990999927,1090,0.01,timeout
7560,19,0.005398834319992729,265,0.01,crash
7561,9,0.005395106225151887,105,0.01,crash
7562,1,0.005391380704698462,532,0.01,crash
7563,17,0.005387657756854745,295,0.01,crash
7564,1,0.005383937379844253,31,0.01,crash
7565,17,0.005380219571891732,955,0.01,crash
7566,6,0.005376504331223151,856,0.01,crash
7567,1,0.005372791656065706,88,0.01,crash
7568,7,0.005369081544647817,71,0.01,crash
7569,12,0.005365373995199126,554,0.01,crash
7570,9,0.005361669005950499,155,0.01,crash
7571,18,0.005357966575134023,279,0.01,crash
7572,8,0.005354266700983007,610,0.01,crash
7573,7,0.005350569381731977,80,0.01,crash
7574,6,0.0053468746156166815,1059,0.01,timeout
7575,22,0.005343182400874086,313,0.01,crash
7576,0,0.005339492735742372,98,0.01,crash
7577,3,0.0053358056184609395,658,0.01,crash
7578,17,0.005332121047270403,230,0.01,crash
7579,7,0.005328439020412594,330,0.01,crash
7580,15,0.005324759536130556,561,0.01,crash
7581,1,0.005321082592668546,238,0.01,crash
7582,0,0.005317408188272033,1001,0.01,timeout
7583,13,0.0053137363211877,172,0.01,crash
7584,1,0.0053100669896634384,507,0.01,crash
7585,8,0.00530640019194835,162,0.01,crash
7586,9,0.005302735926292746,176,0.01,crash
7587,2,0.005299074190948145,290,0.01,crash
7588,12,0.005295414984167275,280,0.01,crash
7589,5,0.005291758304204068,845,0.01,crash
7590,2,0.005288104149313663,539,0.01,crash
7591,6,0.0052844525177524046,1001,0.01,crash
7592,14,0.00528080340777784,141,0.01,crash
7593,12,0.00527715681764872,265,0.01,crash
7594,1,0.005273512745624999,1006,0.01,timeout
7595,1,0.005269871189967832,214,0.01,crash
7596,5,0.005266232148939574,866,0.01,crash
7597,19,0.005262595620803781,310,0.01,crash
7598,5,0.005258961603825208,690,0.01,crash
7599,17,0.005255330096269808,204,0.01,crash
7600,6,0.0052517010964047315,128,0.01,crash
7601,0,0.005248074602498325,715,0.01,crash
7602,7,0.005244450612820132,80,0.01,crash
7603,1,0.00524082912564089,74,0.01,crash
7604,29,0.005237210139232531,445,0.01,crash
7605,8,0.00523359365186818,1127,0.01,crash
7606,3,0.005229979661822154,98,0.01,crash
7607,8,0.005226368167369964,304,0.01,crash
7608,1,0.005222759166788308,1016,0.01,timeout
7609,4,0.005219152658355078,57,0.01,crash
7610,2,0.005215548640349353,591,0.01,crash
7611,20,0.0052119471110514,334,0.01,crash
7612,2,0.0052083480687426745,211,0.01,crash
7613,14,0.005204751511705819,259,0.01,crash
7614,8,0.00520115743822466,91,0.01,crash
7615,11,0.005197565846584212,104,0.01,crash
7616,12,0.0051939767350706705,456,0.01,crash
7617,5,0.005190390101971417,371,0.01,crash
7618,1,0.005186805945575015,613,0.01,crash
7619,5,0.005183224264171209,189,0.01,crash
7620,6,0.005179645056050925,47,0.01,crash
7621,2,0.00517606831950627,513,0.01,crash
7622,6,0.005172494052830529,784,0.01,crash
7623,5,0.005168922254318166,597,0.01,crash
7624,11,0.0051653529222648225,447,0.01,crash
7625,4,0.005161786054967319,332,0.01,crash
7626,2,0.005158221650723649,568,0.01,crash
7627,8,0.005154659707832982,792,0.01,crash
7628,2,0.005151100224595665,147,0.01,crash
7629,16,0.005147543199313214,410,0.01,crash
7630,12,0.005143988630288321,395,0.01,crash
7631,9,0.005140436515824851,251,0.01,crash
7632,2,0.005136886854227836,1020,0.01,timeout
7633,11,0.0051333396438034825,109,0.01,crash
7634,7,0.005129794882859164,1052,0.01,crash
7635,3,0.0051262525697034255,558,0.01,crash
7636,22,0.005122712702645977,269,0.01,crash
7637,8,0.005119175279997697,108,0.01,crash
7638,13,0.005115640300070632,1210,0.01,crash
7639,3,0.005112107761177991,722,0.01,crash
7640,11,0.00510857766163415,321,0.01,crash
7641,0,0.005105049999754649,1001,0.01,timeout
7642,0,0.005101524773856191,83,0.01,crash
7643,11,0.0050980019822566384,278,0.01,crash
7644,6,0.005094481623275021,1078,0.01,crash
7645,9,0.005090963695231524,230,0.01,crash
7646,17,0.005087448196447495,189,0.01,crash
7647,17,0.005083935125245441,311,0.01,crash
7648,1,0.005080424479949027,242,0.01,crash
7649,11,0.005076916258883075,1100,0.01,timeout
7650,10,0.0050734104603735635,1574,0.01,crash
7651,17,0.005069907082747628,222,0.01,crash
7652,0,0.00506640612433356,196,0.01,crash
7653,4,0.005062907583460802,47,0.01,crash
7654,17,0.005059411458459955,464,0.01,crash
7655,9,0.005055917747662768,117,0.01,crash
7656,32,0.0050524264494021445,447,0.01,crash
7657,1,0.005048937562012139,25,0.01,crash
7658,23,0.005045451083827956,958,0.01,crash
7659,0,0.00504196701318595,153,0.01,crash
7660,1,0.005038485348423624,196,0.01,crash
7661,3,0.005035006087879629,307,0.01,crash
7662,3,0.005031529229893763,108,0.01,crash
7663,1,0.005028054772806971,448,0.01,crash
7664,3,0.005024582714961343,38,0.01,crash
7665,3,0.005021113054700116,620,0.01,crash
7666,4,0.0050176457903676665,368,0.01,crash
7667,19,0.005014180920309519,278,0.01,crash
7668,0,0.005010718442872338,370,0.01,crash
7669,0,0.0050072583564039295,17,0.01,crash
7670,13,0.0050038006592532415,207,0.01,crash
7671,2,0.005000345349770363,1017,0.01,timeout
7672,7,0.004996892426306519,112,0.01,crash
7673,1,0.004993441887214076,667,0.01,crash
7674,5,0.004989993730846538,72,0.01,crash
7675,4,0.004986547955558544,185,0.01,crash
7676,6,0.004983104559705871,107,0.01,crash
7677,11,0.004979663541645432,144,0.01,crash
7678,8,0.004976224899735272,923,0.01,crash
7679,5,0.0049727886323345715,98,0.01,crash
7680,14,0.004969354737803644,510,0.01,crash
7681,14,0.004965923214503936,218,0.01,crash
7682,11,0.004962494060798023,364,0.01,crash
7683,5,0.004959067275049614,153,0.01,crash
7684,2,0.004955642855623547,56,0.01,crash
7685,1,0.0049522208008857885,872,0.01,crash
7686,11,0.004948801109203433,165,0.01,crash
7687,2,0.004945383778944704,58,0.01,crash
7688,0,0.004941968808478951,417,0.01,crash
7689,0,0.00493855619617665,304,0.01,crash
7690,9,0.004935145940409401,448,0.01,crash
7691,20,0.00493173803954993,264,0.01,crash
7692,0,0.004928332491972086,37,0.01,crash
7693,1,0.004924929296050841,105,0.01,crash
7694,4,0.004921528450162289,145,0.01,crash
7695,22,0.004918129952683646,656,0.01,crash
7696,3,0.004914733801993247,1042,0.01,timeout
7697,23,0.004911339996470549,455,0.01,crash
7698,22,0.004907948534496127,796,0.01,crash
7699,0,0.004904559414451673,737,0.01,crash
7700,2,0.004901172634719998,471,0.01,crash
7701,4,0.004897788193685031,1061,0.01,timeout
7702,2,0.004894406089731813,1022,0.01,timeout
7703,4,0.004891026321246504,807,0.01,crash
7704,14,0.004887648886616377,553,0.01,crash
7705,0,0.004884273784229819,11,0.01,crash
7706,6,0.004880901012476328,103,0.01,crash
7707,7,0.004877530569746517,88,0.01,crash
7708,6,0.004874162454432109,75,0.01,crash
7709,12,0.0048707966649259365,187,0.01,crash
7710,2,0.004867433199621944,33,0.01,crash
7711,25,0.004864072056915183,342,0.01,crash
7712,10,0.004860713235201815,948,0.01,crash
7713,13,0.004857356732879107,178,0.01,crash
7714,7,0.0048540025483454355,655,0.01,crash
7715,5,0.004850650680000281,77,0.01,crash
7716,8,0.004847301126244228,147,0.01,crash
7717,3,0.004843953885478969,60,0.01,crash
7718,4,0.004840608956107297,67,0.01,crash
7719,9,0.00483726633653311,112,0.01,crash
7720,10,0.004833926025161408,169,0.01,crash
7721,6,0.004830588020398291,43,0.01,crash
7722,3,0.00482725232065096,43,0.01,crash
7723,8,0.004823918924327718,477,0.01,crash
7724,0,0.0048205878298379625,120,0.01,crash
7725,13,0.004817259035592195,730,0.01,crash
7726,10,0.004813932540002011,152,0.01,crash
7727,10,0.004810608341480103,1159,0.01,crash
7728,3,0.0048072864384402616,41,0.01,crash
7729,12,0.004803966829297371,1152,0.01,crash
7730,17,0.00480064951246741,236,0.01,crash
7731,4,0.004797334486367453,38,0.01,crash
7732,11,0.004794021749415665,843,0.01,crash
7733,0,0.004790711300031305,151,0.01,crash
7734,13,0.004787403136634723,142,0.01,crash
7735,1,0.004784097257647359,139,0.01,crash
7736,20,0.004780793661491746,348,0.01,crash
7737,3,0.004777492346591502,1036,0.01,timeout
7738,29,0.004774193311371338,653,0.01,crash
7739,15,0.004770896554257048,213,0.01,crash
7740,10,0.004767602073675518,361,0.01,crash
7741,15,0.004764309868054716,747,0.01,crash
7742,9,0.004761019935823699,1729,0.01,timeout
7743,12,0.004757732275412606,421,0.01,crash
7744,28,0.004754446885252661,671,0.01,crash
7745,5,0.004751163763776173,103,0.01,crash
7746,9,0.004747882909416531,247,0.01,crash
7747,8,0.004744604320608208,135,0.01,crash
7748,5,0.004741327995786756,133,0.01,crash
7749,0,0.004738053933388809,461,0.01,crash
7750,6,0.0047347821318520795,956,0.01,crash
7751,13,0.004731512589615359,264,0.01,crash
7752,20,0.004728245305118519,321,0.01,crash
7753,0,0.004724980276802504,65,0.01,crash
7754,9,0.004721717503109339,675,0.01,crash
7755,8,0.004718456982482124,115,0.01,crash
7756,19,0.004715198713365032,380,0.01,crash
7757,9,0.004711942694203313,258,0.01,crash
7758,0,0.00470868892344329,641,0.01,crash
7759,8,0.0047054373995323575,134,0.01,crash
7760,6,0.0047021881209189835,493,0.01,crash
7761,5,0.0046989410860527065,232,0.01,crash
7762,8,0.0046956962933841365,183,0.01,crash
7763,9,0.004692453741364954,855,0.01,crash
7764,18,0.004689213428447906,310,0.01,crash
7765,6,0.004685975353086811,121,0.01,crash
7766,17,0.004682739513736552,547,0.01,crash
7767,11,0.0046795059088530835,192,0.01,crash
7768,7,0.0046762745368934214,163,0.01,crash
7769,14,0.00467304539631565,1074,0.01,crash
7770,12,0.004669818485578917,299,0.01,crash
7771,6,0.004666593803143436,105,0.01,crash
7772,18,0.004663371347470481,348,0.01,crash
7773,15,0.0046601511170223904,753,0.01,crash
7774,6,0.004656933110262565,295,0.01,crash
7775,16,0.004653717325655464,231,0.01,crash
7776,17,0.004650503761666611,724,0.01,crash
7777,18,0.004647292416762585,717,0.01,crash
7778,15,0.0046440832894110275,666,0.01,crash
7779,11,0.004640876378080636,170,0.01,crash
7780,8,0.0046376716812411645,161,0.01,crash
7781,8,0.004634469197363426,84,0.01,crash
7782,6,0.00463126892491929,324,0.01,crash
7783,16,0.004628070862381677,737,0.01,crash
7784,5,0.004624875008224567,98,0.01,crash
7785,17,0.004621681360922991,680,0.01,crash
7786,5,0.004618489918953033,108,0.01,crash
7787,6,0.004615300680791831,117,0.01,crash
7788,13,0.004612113644917573,466,0.01,crash
7789,14,0.004608928809809497,198,0.01,crash
7790,18,0.004605746173947894,1391,0.01,crash
7791,8,0.0046025657358141035,537,0.01,crash
7792,15,0.004599387493890512,263,0.01,crash
7793,5,0.004596211446660555,80,0.01,crash
7794,14,0.004593037592608717,276,0.01,crash
7795,19,0.004589865930220525,371,0.01,crash
7796,9,0.004586696457982556,1103,0.01,timeout
7797,25,0.004583529174382429,484,0.01,crash
7798,19,0.00458036407790881,828,0.01,crash
7799,18,0.004577201167051405,566,0.01,crash
7800,16,0.004574040440300967,376,0.01,crash
7801,22,0.00457088189614929,428,0.01,crash
7802,31,0.004567725533089207,1660,0.01,crash
7803,1,0.004564571349614594,264,0.01,crash
7804,3,0.004561419344220367,38,0.01,crash
7805,11,0.004558269515402481,207,0.01,crash
7806,21,0.0045551218616579296,333,0.01,crash
7807,14,0.004551976381484743,308,0.01,crash
7808,15,0.004548833073381991,254,0.01,crash
7809,14,0.004545691935849778,407,0.01,crash
7810,15,0.004542552967389245,288,0.01,crash
7811,17,0.004539416166502568,439,0.01,crash
7812,13,0.004536281531692957,234,0.01,crash
7813,12,0.004533149061464655,189,0.01,crash
7814,12,0.0045300187543229386,242,0.01,crash
7815,13,0.0045268906087741175,278,0.01,crash
7816,1,0.0045237646233255305,697,0.01,crash
7817,23,0.00452064079648555,534,0.01,crash
7818,0,0.004517519126763575,617,0.01,crash
7819,15,0.004514399612670037,362,0.01,crash
7820,24,0.004511282252716395,492,0.01,crash
7821,7,0.004508167045415135,107,0.01,crash
7822,17,0.004505053989279771,584,0.01,crash
7823,4,0.004501943082824844,1088,0.01,timeout
7824,17,0.004498834324565919,324,0.01,crash
7825,19,0.0044957277130195875,451,0.01,crash
7826,20,0.004492623246703466,278,0.01,crash
7827,22,0.004489520924136193,392,0.01,crash
7828,11,0.0044864207438374305,175,0.01,crash
7829,32,0.004483322704327863,1639,0.01,crash
7830,2,0.004480226804129196,291,0.01,crash
7831,19,0.004477133041764157,704,0.01,crash
7832,17,0.0044740414157564915,419,0.01,crash
7833,10,0.004470951924630966,174,0.01,crash
7834,21,0.004467864566913367,1303,0.01,timeout
7835,7,0.004464779341130496,780,0.01,crash
7836,8,0.004461696245810173,217,0.01,crash
7837,21,0.004458615279481235,930,0.01,crash
7838,4,0.004455536440673535,152,0.01,crash
7839,22,0.004452459727917942,383,0.01,crash
7840,29,0.004449385139746336,809,0.01,crash
7841,21,0.004446312674691615,343,0.01,crash
7842,27,0.004443242331287687,500,0.01,crash
7843,4,0.004440174108069475,40,0.01,crash
7844,20,0.004437108003572911,597,0.01,crash
7845,26,0.004434044016334939,453,0.01,crash
7846,4,0.0044309821448935156,652,0.01,crash
7847,0,0.004427922387787603,563,0.01,crash
7848,8,0.004424864743557176,338,0.01,crash
7849,13,0.004421809210743214,203,0.01,crash
7850,8,0.004418755787887707,947,0.01,crash
7851,11,0.004415704473533651,157,0.01,crash
7852,17,0.004412655266225047,427,0.01,crash
7853,5,0.004409608164506902,336,0.01,crash
7854,35,0.0044065631669252285,663,0.01,crash
7855,17,0.0044035202720270426,296,0.01,crash
7856,1,0.004400479478360362,661,0.01,crash
7857,33,0.004397440784474211,619,0.01,crash
7858,5,0.004394404188918612,172,0.01,crash
7859,8,0.00439136969024459,870,0.01,crash
7860,12,0.00438833728700417,167,0.01,crash
7861,11,0.00438530697775038,262,0.01,crash
7862,14,0.004382278761037243,353,0.01,crash
7863,7,0.004379252635419782,292,0.01,crash
7864,16,0.004376228599454019,251,0.01,crash
7865,5,0.004373206651696972,584,0.01,crash
7866,2,0.004370186790706655,1017,0.01,timeout
7867,8,0.004367169015042079,189,0.01,crash
7868,15,0.0043641533232632495,501,0.01,crash
7869,6,0.004361139713931166,119,0.01,crash
7870,36,0.004358128185607822,734,0.01,crash
7871,5,0.004355118736856204,876,0.01,crash
7872,5,0.004352111366240291,79,0.01,crash
7873,21,0.004349106072325053,423,0.01,crash
7874,17,0.004346102853676452,836,0.01,crash
7875,21,0.0043431017088614386,1294,0.01,timeout
7876,18,0.004340102636447954,278,0.01,crash
7877,8,0.0043371056350049305,301,0.01,crash
7878,23,0.004334110703102284,1315,0.01,crash
7879,16,0.004331117839310921,230,0.01,crash
